,다발구역버전,다발구역아이디,다발구역명,시군구코드,시군구명,사고건수,중심X,중심Y,구역반경,시군구명2
194,2021090301,1168000464,신사동고개,11680,서울특별시 강남구,25,127.026084,37.518894,40,강남구
195,2021090301,1168000465,역삼아이타워입구,11680,서울특별시 강남구,12,127.0472,37.503961,40,강남구
196,2021090301,1168000466,휴먼스타빌,11680,서울특별시 강남구,8,127.04588,37.523993,40,강남구
197,2021090301,1168000467,코오롱모터스삼성전시장입구,11680,서울특별시 강남구,3,127.067458,37.500999,40,강남구
198,2021090301,1168000468,금화스포츠,11680,서울특별시 강남구,8,127.035318,37.515398,40,강남구
199,2021090301,1168000469,네일스토리,11680,서울특별시 강남구,4,127.055616,37.490914,40,강남구
200,2021090301,1168000470,세인트왁싱,11680,서울특별시 강남구,4,127.039801,37.516785,40,강남구
201,2021090301,1168000471,학여울역입구,11680,서울특별시 강남구,9,127.071103,37.496767,40,강남구
202,2021090301,1168000472,기업은행학동역지점,11680,서울특별시 강남구,5,127.030493,37.51427,40,강남구
203,2021090301,1168000473,데코야인테리어,11680,서울특별시 강남구,5,127.042466,37.514038,40,강남구
204,2021090301,1168000474,롯데캐슬리베아파트입구,11680,서울특별시 강남구,7,127.054732,37.496877,40,강남구
205,2021090301,1168000475,현대오일뱅크한양주유소,11680,서울특별시 강남구,3,127.033726,37.529227,40,강남구
206,2021090301,1168000476,밀크,11680,서울특별시 강남구,12,127.035399,37.504077,40,강남구
207,2021090301,1168000477,상경빌딩입구,11680,서울특별시 강남구,7,127.03103,37.499012,40,강남구
208,2021090301,1168000478,동영문화센터,11680,서울특별시 강남구,4,127.044846,37.49857,40,강남구
209,2021090301,1168000479,쟁골마을,11680,서울특별시 강남구,3,127.104447,37.48284,40,강남구
210,2021090301,1168000480,디디엔가구,11680,서울특별시 강남구,5,127.025199,37.512203,40,강남구
211,2021090301,1168000481,삼원빌딩입구,11680,서울특별시 강남구,4,127.05346,37.51289,40,강남구
212,2021090301,1168000482,삼봉빌딩입구,11680,서울특별시 강남구,10,127.043095,37.501863,40,강남구
213,2021090301,1168000483,이디야커피,11680,서울특별시 강남구,4,127.028343,37.498136,40,강남구
214,2021090301,1168000484,아델산부인과의원,11680,서울특별시 강남구,3,127.046893,37.476107,40,강남구
215,2021090301,1168000485,Qulznos,11680,서울특별시 강남구,3,127.024893,37.524739,40,강남구
216,2021090301,1168000486,제이제이헤어샵,11680,서울특별시 강남구,18,127.05669,37.502473,40,강남구
217,2021090301,1168000487,화이팅마취통증의학과의원,11680,서울특별시 강남구,3,127.035287,37.50021,40,강남구
218,2021090301,1168000488,망고식스코엑스사거리점,11680,서울특별시 강남구,3,127.060882,37.513125,40,강남구
219,2021090301,1168000489,친구분식,11680,서울특별시 강남구,7,127.043892,37.510257,40,강남구
220,2021090301,1168000490,산업은행압구정지점,11680,서울특별시 강남구,4,127.028725,37.527333,40,강남구
221,2021090301,1168000491,인치과의원,11680,서울특별시 강남구,7,127.046739,37.494197,40,강남구
222,2021090301,1168000492,고가네동태찜탕전문점,11680,서울특별시 강남구,3,127.033425,37.494091,40,강남구
223,2021090301,1168000493,대치역입구,11680,서울특별시 강남구,4,127.063242,37.49453,40,강남구
224,2021090301,1168000494,한국가스안전공사입구,11680,서울특별시 강남구,3,127.079674,37.499412,40,강남구
225,2021090301,1168000495,배강빌딩,11680,서울특별시 강남구,16,127.03925,37.523579,40,강남구
226,2021090301,1168000496,보전빌딩동관,11680,서울특별시 강남구,3,127.034828,37.519479,40,강남구
227,2021090301,1168000497,삼안빌딩입구,11680,서울특별시 강남구,6,127.057061,37.520087,40,강남구
228,2021090301,1168000498,언주역입구,11680,서울특별시 강남구,17,127.033885,37.507325,40,강남구
229,2021090301,1168000499,송전빌딩,11680,서울특별시 강남구,3,127.050371,37.518503,40,강남구
230,2021090301,1168000500,쇼윙,11680,서울특별시 강남구,7,127.038209,37.508964,40,강남구
231,2021090301,1168000501,수도공고앞,11680,서울특별시 강남구,5,127.061971,37.487386,40,강남구
232,2021090301,1168000502,삼성역입구,11680,서울특별시 강남구,6,127.063158,37.508888,40,강남구
233,2021090301,1168000503,수서역남공영주차장요금소,11680,서울특별시 강남구,9,127.100862,37.4871,40,강남구
234,2021090301,1174000541,암사제일교회,11740,서울특별시 강동구,4,127.13373,37.5548,40,강동구
235,2021090301,1174000542,장동민의옹피씨,11740,서울특별시 강동구,3,127.137557,37.550052,40,강동구
236,2021090301,1174000543,중앙프라자입구,11740,서울특별시 강동구,3,127.175068,37.564782,40,강동구
237,2021090301,1174000544,세종-고성선,11740,서울특별시 강동구,5,127.152386,37.53819,40,강동구
238,2021090301,1174000545,러브미의원,11740,서울특별시 강동구,21,127.123785,37.540022,40,강동구
239,2021090301,1174000546,굿데이,11740,서울특별시 강동구,11,127.138364,37.535327,40,강동구
240,2021090301,1174000547,점프셈교실,11740,서울특별시 강동구,5,127.13149,37.538406,40,강동구
241,2021090301,1174000548,짜짜루짜장나라,11740,서울특별시 강동구,10,127.126745,37.5479,40,강동구
242,2021090301,1174000549,삼정빌딩,11740,서울특별시 강동구,3,127.14242,37.544109,40,강동구
243,2021090301,1174000550,김광환치과의원,11740,서울특별시 강동구,3,127.132603,37.544458,40,강동구
244,2021090301,1174000551,써미트빌,11740,서울특별시 강동구,3,127.142028,37.540818,40,강동구
245,2021090301,1174000552,굽은다리사거리,11740,서울특별시 강동구,3,127.143376,37.547772,40,강동구
246,2021090301,1130500187,제로마트,11305,서울특별시 강북구,3,127.027993,37.621737,40,강북구
247,2021090301,1130500188,맘스터치덕성여대점,11305,서울특별시 강북구,6,127.01429,37.648271,40,강북구
248,2021090301,1130500189,우이교,11305,서울특별시 강북구,5,127.031111,37.643102,40,강북구
249,2021090301,1130500190,번역서비스업,11305,서울특별시 강북구,4,127.010513,37.619349,40,강북구
250,2021090301,1130500191,자연녹즙,11305,서울특별시 강북구,6,127.024535,37.641715,40,강북구
251,2021090301,1130500192,대성빌딩입구,11305,서울특별시 강북구,25,127.018251,37.626466,40,강북구
252,2021090301,1130500193,림네일샵,11305,서울특별시 강북구,3,127.026921,37.62641,40,강북구
253,2021090301,1130500194,영광빌딩입구,11305,서울특별시 강북구,5,127.025635,37.637951,40,강북구
